rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,url
4500,Allston,multifamily,5.0,2.0,20,6,7,7,Lowest,31,5,1,0,1,1,1,1,1,0,308,41,64,https://www.trulia.com/p/ma/boston/23-greylock-rd-1-boston-ma-02134--2001584358
3000,West Roxbury,singlefamily,3.0,1.5,3,1,1,1,Lowest,83,3,1,0,0,1,1,0,1,0,67,15,15,https://www.trulia.com/p/ma/west-roxbury/78-parklawn-rd-west-roxbury-ma-02132--2001575230
3700,Roxbury,multifamily,5.0,1.5,11,9,1,1,Low,53,4,1,0,0,1,1,1,1,0,244,60,37,https://www.trulia.com/p/ma/boston/34-circuit-st-3-boston-ma-02119--2284731216
2700,Jamaica Plain,multifamily,3.0,1.0,23,9,7,7,Moderate,42,2,0,0,1,0,0,1,0,1,219,36,33,https://www.trulia.com/p/ma/boston/304-centre-st-2-boston-ma-02130--2171482116
3500,Mission Hill,multifamily,3.0,1.0,33,11,11,11,Lowest,23,0,0,0,0,0,0,0,1,0,343,43,76,https://www.trulia.com/p/ma/mission-hill/address-not-disclosed-mission-hill-ma-02120--2171568778
3150,East Boston,multifamily,4.0,2.0,12,6,3,3,Low,41,0,0,0,0,0,0,0,1,0,203,33,57,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02128--2171486677
1795,Dorchester,multifamily,2.0,1.0,17,7,5,5,Highest,54,0,0,0,0,0,0,0,1,0,128,32,17,https://www.trulia.com/p/ma/dorchester-center/26-rosedale-st-2-dorchester-center-ma-02124--2435538951
3000,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220,https://www.trulia.com/p/ma/boston/32-westland-ave-17-boston-ma-02115--2172406299
2400,South Boston,multifamily,2.0,1.0,18,6,6,6,Lowest,53,0,0,0,0,0,0,0,0,0,244,53,86,https://www.trulia.com/p/ma/boston/222-w-9th-st-1-boston-ma-02127--2173960939
1700,Allston,multifamily,1.0,1.0,14,4,5,5,Low,31,0,0,0,0,0,0,0,0,0,319,41,68,https://www.trulia.com/p/ma/boston/64-brighton-ave-211-boston-ma-02134--2171577634
2700,Hyde Park,multifamily,3.0,1.0,5,3,1,1,Lowest,76,4,1,0,0,1,1,1,1,0,35,8,3,https://www.trulia.com/p/ma/boston/64-loring-st-2-boston-ma-02136--2436137255
3950,Roxbury,multifamily,5.0,2.0,15,7,4,4,Low,53,5,1,0,1,1,1,1,0,0,289,59,47,https://www.trulia.com/p/ma/boston/37-juniper-st-boston-ma-02119--1004093024
2200,East Boston,multifamily,3.0,1.0,12,6,3,3,Moderate,41,1,1,0,0,0,0,0,1,0,182,39,40,https://www.trulia.com/p/ma/boston/23-eutaw-st-2-boston-ma-02128--2358940250
2300,Roxbury,multifamily,2.0,1.0,12,4,4,4,Lowest,53,4,1,0,1,1,1,0,1,0,240,38,36,https://www.trulia.com/p/ma/boston/27-beech-glen-st-3-boston-ma-02119--2179625801
2800,Roxbury,multifamily,4.0,1.5,15,9,3,3,Low,53,0,0,0,0,0,0,0,1,0,291,63,58,https://www.trulia.com/p/ma/boston/46-mount-pleasant-ave-3-boston-ma-02119--2480495459
2700,Dorchester,multifamily,3.0,1.5,11,5,3,3,Lowest,55,2,1,0,1,0,0,0,1,1,167,34,21,https://www.trulia.com/p/ma/dorchester/125-pleasant-st-1c-dorchester-ma-02125--2464363181
2850,Roxbury,multifamily,3.0,2.0,16,10,3,3,Moderate,53,5,1,0,1,1,1,1,1,0,151,39,22,https://www.trulia.com/p/ma/boston/171-townsend-st-1-boston-ma-02121--2178524240
2250,Mission Hill,multifamily,2.0,1.0,26,10,8,8,Lowest,23,5,1,0,1,1,1,1,1,0,305,43,57,https://www.trulia.com/p/ma/roxbury-crossing/226-parker-hill-ave-15-roxbury-crossing-ma-02120--2171825247
2110,West Roxbury,multifamily,2.0,1.0,8,4,2,2,Lowest,83,4,1,1,1,0,0,1,1,1,47,7,5,https://www.trulia.com/p/ma/boston/47-ridgecrest-ter-13-boston-ma-02132--2453099776
4800,East Boston,multifamily,5.0,2.0,10,4,3,3,Low,41,0,0,0,0,0,0,0,1,0,501,64,203,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02128--2173130133
2700,Dorchester,multifamily,3.0,1.0,11,5,3,3,High,54,0,0,0,0,0,0,0,0,0,154,34,18,https://www.trulia.com/p/ma/boston/57-corona-st-1-boston-ma-02124--2181417766
1830,West Roxbury,multifamily,1.0,1.0,8,4,2,2,Lowest,83,0,0,0,0,0,0,0,0,0,44,7,4,https://www.trulia.com/p/ma/boston/25-ridgecrest-ter-5-boston-ma-02132--2001569669
2400,South Boston,multifamily,2.0,1.0,11,5,3,3,Lowest,53,1,1,0,0,0,0,0,1,1,185,36,75,https://www.trulia.com/p/ma/boston/4-schrepel-pl-2-boston-ma-02127--2001518762
2015,West Roxbury,multifamily,1.0,1.0,8,4,2,2,Lowest,83,6,1,1,1,1,1,1,1,1,45,7,4,https://www.trulia.com/p/ma/boston/15-ridgecrest-ter-4-boston-ma-02132--2172410675
2600,Mattapan,multifamily,4.0,1.0,5,3,2,0,Highest,59,2,1,1,0,0,0,0,1,1,69,15,5,https://www.trulia.com/p/ma/boston/40-deering-rd-3-boston-ma-02126--2367389151
2395,Allston,multifamily,2.0,1.0,22,8,7,7,Lowest,31,0,0,0,0,0,0,0,0,0,312,40,65,https://www.trulia.com/p/ma/boston/240-kelton-st-8-boston-ma-02134--2001584463
1695,Jamaica Plain,multifamily,1.0,1.0,25,9,8,8,Lowest,21,0,0,0,0,0,0,0,0,0,298,34,59,https://www.trulia.com/p/ma/boston/894-huntington-ave-3-boston-ma-02115--2172860944
2198,West Roxbury,multifamily,2.0,1.0,4,3,1,0,Lowest,83,3,1,0,1,0,0,1,1,1,47,7,3,https://www.trulia.com/p/ma/west-roxbury/address-not-disclosed-west-roxbury-ma-02132--1088646094
2400,Dorchester,multifamily,2.0,1.0,10,5,5,0,Lowest,63,2,0,0,1,0,0,1,1,0,104,23,15,https://www.trulia.com/p/ma/boston/52-king-st-1-boston-ma-02122--2123733189
2000,Hyde Park,multifamily,2.0,1.0,3,1,1,1,Lowest,76,4,1,1,0,1,1,0,1,0,51,10,4,https://www.trulia.com/p/ma/hyde-park/710-metropolitan-ave-3-hyde-park-ma-02136--2436258301
1900,Allston,multifamily,2.0,1.0,26,8,9,9,Lowest,56,5,1,0,1,1,1,1,1,0,313,41,64,https://www.trulia.com/p/ma/boston/1412-commonwealth-ave-20-boston-ma-02135--2001598145
2575,East Boston,multifamily,3.0,1.0,10,4,3,3,Lowest,41,2,0,0,1,0,0,1,0,0,421,62,164,https://www.trulia.com/p/ma/boston/114-everett-st-1-boston-ma-02128--2171807711
3400,Roslindale,multifamily,3.0,2.0,13,5,4,4,Lowest,66,6,1,1,1,1,1,1,1,0,73,17,13,https://www.trulia.com/p/ma/boston/167-poplar-st-4-boston-ma-02131--2367059161
3250,Jamaica Plain,multifamily,4.0,1.0,16,8,4,4,High,53,1,0,0,0,0,0,1,1,1,138,31,24,https://www.trulia.com/p/ma/boston/22-beethoven-st-2-boston-ma-02119--2001457588
3350,East Boston,multifamily,4.0,1.0,11,5,3,3,Lowest,41,3,1,0,0,1,1,0,0,0,313,43,121,https://www.trulia.com/p/ma/boston/133-cottage-st-3-boston-ma-02128--2171568267
3590,Central,multifamily,1.0,1.0,6,5,1,0,Highest,21,5,1,0,1,1,1,1,1,1,877,105,314,https://www.trulia.com/p/ma/boston/103-causeway-st-612-boston-ma-02114--2463152059
2700,Roslindale,multifamily,2.0,2.0,4,3,1,0,Lowest,66,1,0,0,1,0,0,0,1,0,76,19,16,https://www.trulia.com/p/ma/boston/150-tyndale-st-1-boston-ma-02131--2001555643
1800,Hyde Park,multifamily,1.0,1.0,12,4,4,4,Lowest,21,0,0,0,0,0,0,0,1,0,38,8,3,https://www.trulia.com/p/ma/boston/69-harvard-ave-2-boston-ma-02115--2459807625
2350,Hyde Park,multifamily,2.0,1.0,4,3,1,0,Lowest,66,2,0,0,1,0,0,1,1,0,65,18,10,https://www.trulia.com/p/ma/boston/10-bateman-st-1-boston-ma-02131--2173882356
1900,Dorchester,multifamily,2.0,1.0,13,5,4,4,Moderate,54,3,1,0,1,0,0,1,1,0,93,19,14,https://www.trulia.com/p/ma/boston/106-milton-ave-1-boston-ma-02124--2349229167
2400,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,235,36,79,https://www.trulia.com/p/ma/boston/102-baldwin-st-3-boston-ma-02129--2001531613
2800,Roxbury,multifamily,3.0,1.0,20,12,4,4,Low,53,0,0,0,0,0,0,0,1,0,191,54,22,https://www.trulia.com/p/ma/boston/40-catawba-st-2-boston-ma-02119--2480685171
3150,South Boston,multifamily,3.0,1.0,18,6,6,6,Lowest,53,0,0,0,0,0,0,0,1,0,244,53,86,https://www.trulia.com/p/ma/south-boston/222-w-9th-st-u1-2-south-boston-ma-02127--2461990759
2200,West Roxbury,multifamily,2.0,1.0,1,1,0,0,Lowest,83,4,1,1,0,1,1,0,1,1,51,10,5,https://www.trulia.com/p/ma/boston/14-heron-st-410-boston-ma-02132--2001566271/rent
1100,Hyde Park,multifamily,2.0,1.0,3,2,0,1,Low,76,0,0,0,0,0,0,0,0,0,43,10,3,https://www.trulia.com/rental/4080706347-Multi-Family-Home-Boston-MA-02136
3300,South Boston,multifamily,2.0,1.0,15,5,5,5,Lowest,53,5,1,0,1,1,1,1,1,1,484,83,175,https://www.trulia.com/p/ma/south-boston/316-e-st-1-south-boston-ma-02127--2394480537
2650,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,1,0,508,61,137,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02115--2283452953
2600,Central,multifamily,1.0,1.0,4,4,0,0,Lowest,21,0,0,0,0,0,0,0,1,0,864,102,306,https://www.trulia.com/p/ma/boston/6-whittier-pl-16c-boston-ma-02114--2001418797
2195,Back Bay/ Beacon Hill,multifamily,1.0,1.0,8,8,0,0,Lowest,21,2,1,0,0,0,0,1,1,0,1074,127,410,https://www.trulia.com/p/ma/boston/64-revere-st-3-boston-ma-02114--2171827025
1800,West Roxbury,multifamily,2.0,1.0,19,5,7,7,Lowest,83,1,1,0,0,0,0,0,1,0,58,8,6,https://www.trulia.com/p/ma/boston/116-spring-st-b10-boston-ma-02132--2001564776
800,West Roxbury,multifamily,3.0,3.0,3,1,1,1,Lowest,83,4,1,1,0,1,1,0,1,1,61,11,7,https://www.trulia.com/rental/4083126587-50-Heron-St-12X16-West-Roxbury-MA-02132
3225,Roxbury,multifamily,3.0,1.5,15,5,5,5,Lowest,53,5,1,0,1,1,1,1,1,1,240,38,36,https://www.trulia.com/p/ma/boston/47-beech-glen-st-1-boston-ma-02119--2171448314
1780,West Roxbury,multifamily,1.0,1.0,8,4,2,2,Lowest,83,4,1,1,1,0,0,1,1,1,47,7,5,https://www.trulia.com/p/ma/boston/18-ridgecrest-ter-4-boston-ma-02132--2001567648
2150,Jamaica Plain,multifamily,1.0,1.0,23,9,7,7,Low,42,6,1,1,1,1,1,1,0,0,190,33,29,https://www.trulia.com/p/ma/boston/50-evergreen-st-34-boston-ma-02130--2175639435
4400,Dorchester,multifamily,4.0,2.0,10,4,3,3,Lowest,55,2,1,1,0,0,0,0,1,0,169,41,22,https://www.trulia.com/p/ma/dorchester/57-pleasant-st-1r-dorchester-ma-02125--2462400302
2725,Allston,multifamily,3.0,2.0,17,5,6,6,Lowest,31,0,0,0,0,0,0,0,0,0,318,41,67,https://www.trulia.com/p/ma/boston/1258-commonwealth-ave-3a-boston-ma-02134--2001578760
2862,West Roxbury,apartment,2.0,1.0,8,4,2,2,Lowest,83,4,1,1,1,0,0,1,1,1,50,9,5,https://www.trulia.com/c/ma/west-roxbury/rockingham-glen-30-rockingham-ave-west-roxbury-ma-02132--2001570647
2395,Jamaica Plain,multifamily,2.0,1.0,18,8,5,5,Low,53,5,1,0,1,1,1,1,1,1,159,33,27,https://www.trulia.com/p/ma/boston/41-w-walnut-park-1-boston-ma-02119--2357729960
2200,Roslindale,multifamily,2.0,1.0,14,6,4,4,Lowest,66,2,0,0,1,0,0,1,1,0,58,17,9,https://www.trulia.com/p/ma/boston/40-harding-rd-2-boston-ma-02131--2297297052
2000,Roxbury,multifamily,2.0,1.0,9,7,1,1,Low,53,4,1,1,0,1,1,0,1,1,227,57,30,https://www.trulia.com/p/ma/roxbury/107-winthrop-st-roxbury-ma-02119--1039968160
1800,Dorchester,multifamily,1.0,1.0,11,5,3,3,Lowest,54,2,1,1,0,0,0,0,1,1,117,28,20,https://www.trulia.com/p/ma/dorchester/14-argyle-ter-dorchester-ma-02124--2001485578
2200,Allston,multifamily,2.0,1.0,26,8,9,9,Lowest,31,3,1,0,0,1,1,0,1,0,292,37,63,https://www.trulia.com/p/ma/boston/439-cambridge-st-23-boston-ma-02134--2171822850
2600,Dorchester,multifamily,2.0,1.0,17,7,5,5,Lowest,55,4,1,1,0,1,1,0,1,0,167,36,21,https://www.trulia.com/p/ma/dorchester/28-thornley-st-1-dorchester-ma-02125--2122558510
2600,West Roxbury,multifamily,3.0,1.0,7,3,2,2,Lowest,83,4,1,1,0,1,1,0,1,0,62,14,9,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02132--2328770541
2900,Jamaica Plain,multifamily,3.0,1.0,25,9,8,8,Moderate,42,0,0,0,0,0,0,0,1,0,254,40,36,https://www.trulia.com/p/ma/boston/109-heath-st-3-boston-ma-02130--2001540012
900,Hyde Park,multifamily,3.0,1.0,4,3,1,0,Lowest,66,1,1,0,0,0,0,0,1,0,70,19,11,https://www.trulia.com/rental/4060649760-Multi-Family-Home-Boston-MA-02131
2500,Charlestown,multifamily,3.0,2.5,6,2,2,2,Lowest,56,5,1,0,1,1,1,1,1,1,418,68,148,https://www.trulia.com/p/ma/charlestown/17-green-st-2-charlestown-ma-02129--2001533015
2040,West Roxbury,multifamily,2.0,1.0,8,4,2,2,Lowest,83,0,0,0,0,0,0,0,0,0,47,7,4,https://www.trulia.com/p/ma/boston/5110-washington-st-8-boston-ma-02132--2172712726
2400,East Boston,multifamily,2.0,1.0,7,3,2,2,Lowest,41,5,1,0,1,1,1,1,1,1,498,72,194,https://www.trulia.com/p/ma/boston/2-brigham-st-1-boston-ma-02128--2171575948
2100,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,258,41,86,https://www.trulia.com/p/ma/charlestown/74-russell-st-1-charlestown-ma-02129--2344202363
2000,Dorchester,multifamily,3.0,1.0,17,5,6,6,Moderate,63,2,1,0,0,0,0,1,1,0,147,33,18,https://www.trulia.com/p/ma/boston/3-toledo-ter-3-boston-ma-02122--2284160153
3500,Dorchester,multifamily,3.0,2.0,15,7,4,4,Low,63,4,1,1,0,1,1,0,1,1,167,33,20,https://www.trulia.com/p/ma/dorchester/14-downer-ct-dorchester-ma-02122--2001476433
3400,East Boston,multifamily,4.0,1.0,11,7,4,0,High,41,2,0,0,1,0,0,1,0,1,302,44,97,https://www.trulia.com/p/ma/boston/143-london-st-1-boston-ma-02128--2406490290
2100,Roslindale,multifamily,2.0,1.0,10,4,3,3,Lowest,66,3,1,0,1,0,0,1,1,0,70,17,14,https://www.trulia.com/p/ma/boston/193-florence-st-2l-boston-ma-02131--2001556582
2600,Mattapan,multifamily,3.0,1.0,16,6,5,5,Moderate,54,0,0,0,0,0,0,0,1,0,96,18,11,https://www.trulia.com/p/ma/boston/15-crowell-st-1-boston-ma-02124--2174264331
2450,West Roxbury,townhouse,1.0,1.5,6,2,2,2,Lowest,77,4,1,0,1,1,1,0,1,1,38,5,6,https://www.trulia.com/p/ma/chestnut-hill/187-sherman-rd-chestnut-hill-ma-02467--2437308588
1800,South Boston,multifamily,1.0,1.0,15,5,5,5,Low,53,1,1,0,0,0,0,0,1,0,259,55,86,https://www.trulia.com/p/ma/boston/7-glover-ct-a-boston-ma-02127--2357730143
2200,West Roxbury,multifamily,2.0,2.0,16,4,6,6,Lowest,83,5,1,1,0,1,1,1,1,0,59,8,6,https://www.trulia.com/p/ma/boston/37-spring-st-1-boston-ma-02132--2326988945
4950,South End,multifamily,3.0,1.5,12,4,4,4,Moderate,28,5,1,0,1,1,1,1,1,0,860,115,282,https://www.trulia.com/p/ma/boston/113-appleton-st-3-boston-ma-02116--2173297788
2500,West Roxbury,multifamily,2.0,2.0,7,3,2,2,Lowest,83,4,1,1,0,1,1,0,1,1,45,9,2,https://www.trulia.com/p/ma/west-roxbury/1522-vfw-pkwy-303-west-roxbury-ma-02132--2172890401
3000,South Boston,multifamily,3.0,1.0,8,4,4,0,Lowest,53,0,0,0,0,0,0,0,1,0,266,57,86,https://www.trulia.com/p/ma/boston/5-ellery-st-2-boston-ma-02127--2001519497
2300,Hyde Park,multifamily,3.0,2.0,14,6,4,4,Lowest,76,5,1,0,1,1,1,1,1,0,35,8,3,https://www.trulia.com/p/ma/boston/17-linwood-st-2-boston-ma-02136--2464139702
2600,East Boston,multifamily,3.0,1.0,11,5,3,3,Lowest,41,4,1,0,0,1,1,1,0,0,284,36,104,https://www.trulia.com/p/ma/boston/145-cottage-st-2-boston-ma-02128--2178153503
2500,South Boston,multifamily,1.0,1.0,18,6,6,6,Lowest,53,1,1,0,0,0,0,0,1,0,303,70,98,https://www.trulia.com/p/ma/boston/253-gold-st-boston-ma-02127--1005367201
3500,Allston,multifamily,4.0,1.5,12,4,4,4,Lowest,31,5,1,0,1,1,1,1,1,1,337,38,82,https://www.trulia.com/p/ma/boston/41-coolidge-rd-1-boston-ma-02134--2171576857
3895,Hyde Park,multifamily,2.0,2.0,1,1,0,0,Lowest,66,4,1,1,0,1,1,0,1,0,58,12,1,https://www.trulia.com/p/ma/roslindale/32-01-cummins-hwy-1-roslindale-ma-02131--2454344621
3200,South Boston,multifamily,4.0,2.0,19,7,6,6,Lowest,53,5,1,0,1,1,1,1,0,0,215,54,74,https://www.trulia.com/p/ma/boston/59-linden-st-2-boston-ma-02127--2400337033
2100,West Roxbury,multifamily,2.0,1.0,2,0,1,1,Lowest,83,2,0,0,1,0,0,1,1,0,62,12,7,https://www.trulia.com/p/ma/boston/28-maplewood-st-2-boston-ma-02132--2332680233
2000,Dorchester,multifamily,2.0,1.0,18,6,6,6,High,63,0,0,0,0,0,0,0,1,1,155,34,17,https://www.trulia.com/p/ma/boston/195-westville-st-1-boston-ma-02122--2173244390
2500,East Boston,multifamily,3.0,1.0,12,6,3,3,Low,41,0,0,0,0,0,0,0,1,0,198,34,56,https://www.trulia.com/p/ma/east-boston/220-saratoga-st-east-boston-ma-02128--1001644174
3000,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,207,34,56,https://www.trulia.com/p/ma/charlestown/72-baldwin-st-673-charlestown-ma-02129--2471601236
2750,Allston,multifamily,3.0,1.0,19,7,6,6,Lowest,31,0,0,0,0,0,0,0,0,0,309,40,66,https://www.trulia.com/p/ma/boston/1350-commonwealth-ave-4-boston-ma-02134--2171810112
2970,Roxbury,multifamily,3.0,1.0,21,7,7,7,Lowest,53,5,1,0,1,1,1,1,0,0,317,41,56,https://www.trulia.com/p/ma/boston/6-linwood-st-2-boston-ma-02119--2171576210
3400,West Roxbury,singlefamily,4.0,2.0,1,1,0,0,Lowest,83,3,1,0,0,1,1,0,1,1,57,6,10,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02132--1008759359
3525,Jamaica Plain,multifamily,4.0,1.0,10,6,2,2,Moderate,42,5,1,0,1,1,1,1,1,1,119,25,24,https://www.trulia.com/p/ma/boston/3147-washington-st-2-boston-ma-02130--2001546344
4650,Allston,multifamily,4.0,2.0,26,8,9,9,Low,31,1,0,0,0,0,0,1,1,0,309,41,65,https://www.trulia.com/p/ma/boston/190-kelton-st-2-boston-ma-02134--2313764775
2400,East Boston,multifamily,3.0,1.0,11,5,3,3,Lowest,41,0,0,0,0,0,0,0,0,0,284,38,105,https://www.trulia.com/p/ma/boston/142-gove-st-8-boston-ma-02128--2171829151
850,Hyde Park,multifamily,1.0,0.0,6,2,2,2,Lowest,76,3,1,0,0,1,1,0,1,0,48,9,3,https://www.trulia.com/rental/4075323588-41-Alwin-St-R3562-Boston-MA-02136
2950,West Roxbury,multifamily,3.0,1.0,5,3,2,0,Lowest,83,2,0,0,1,0,0,1,1,0,62,13,9,https://www.trulia.com/p/ma/boston/88-corey-st-b-boston-ma-02132--2345329161
3700,Roxbury,multifamily,4.0,2.0,18,8,5,5,Lowest,53,5,1,0,1,1,1,1,0,1,306,52,49,https://www.trulia.com/p/ma/boston/52-guild-st-2-boston-ma-02119--2171825739
3000,East Boston,multifamily,3.0,1.0,11,5,3,3,Lowest,41,5,1,0,1,1,1,1,1,1,284,36,104,https://www.trulia.com/p/ma/boston/143-cottage-st-1-boston-ma-02128--2171568893
4500,Allston,multifamily,5.0,2.0,23,7,8,8,Moderate,31,4,1,0,1,1,1,0,0,0,302,35,68,https://www.trulia.com/p/ma/boston/28-highgate-st-boston-ma-02134--1001538383
2580,Roslindale,apartment,3.0,1.5,1,1,0,0,Lowest,66,5,1,0,1,1,1,1,1,1,83,19,13,https://www.trulia.com/c/ma/roslindale/stony-brook-commons-390-blue-ledge-dr-roslindale-ma-02131--2001559381
1950,West Roxbury,multifamily,1.0,1.0,9,3,3,3,Lowest,77,1,1,0,0,0,0,0,1,1,28,5,3,https://www.trulia.com/p/ma/chestnut-hill/50-56-broadlawn-park-509-chestnut-hill-ma-02467--2171824651
1850,Hyde Park,multifamily,2.0,1.0,14,6,4,4,Lowest,76,1,1,0,0,0,0,0,1,1,35,8,3,https://www.trulia.com/p/ma/boston/25-business-st-2l-boston-ma-02136--2172978364
